UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
106315,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",44,"R",900,"R",26,"R",9720,"R",9720,"R",14250,"R",14250,"R",750,"R",750,"R",750,"R",750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8327,"R",8327,"R",8327,"R",8327,"R",2200,"R",2200,"R",2200,"R",2200,"R",2200,"R",2200,"R",2200,"R",2200,"12.0413","R",4385,"R",350,"R",600,1,"R",5,"12.0410","R",4385,"R",450,"R",600,1,"R",5,"12.0409","R",4385,"R",450,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
106324,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",10195,"R",10195,"R",10195,"R",10195,"R",900,"R",900,"R",900,"R",900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4525,"R",4525,"R",7775,"R",7775,"R",2250,"R",2250,"R",3863,"R",3863,"R",2250,"R",2250,"R",3863,"R",3863,"12.0410","R",4475,"R",595,"R",600,1,"R",5,"12.0409","R",7150,"R",950,"R",600,1,"R",5,"12.0413","R",4475,"R",250,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
106351,2,"12.0402","A",.,"A",.,"R",1500,1,"R",10,"R",40,"R",900,"R",30,"R",13750,"R",13750,"R",14450,"R",14270,"R",720,"R",720,"R",784,"R",976,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9560,"R",9560,"R",9560,"R",9560,"R",5400,"R",5400,"R",5400,"R",5400,"R",4740,"R",4740,"R",4740,"R",4740,"12.0413","R",5700,"R",540,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
106360,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",10000,"R",10000,"R",11420,"R",11420,"R",1625,"R",2250,"R",2250,"R",2250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10000,"R",10000,"R",10000,"R",10000,"R",2500,"R",2500,"R",3750,"R",3750,"R",2125,"R",2500,"R",2500,"R",2500,"12.0413","R",3680,"R",750,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
106494,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",10000,"R",10000,"R",11420,"R",11420,"R",1625,"R",2250,"R",2250,"R",2250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10000,"R",10000,"R",10000,"R",10000,"R",2500,"R",2500,"R",3750,"R",3750,"R",2125,"R",2500,"R",2500,"R",2500,"12.0413","R",3680,"R",750,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
106892,2,"51.0801","A",.,"A",.,"R",23,2,"R",10,"R",40,"R",30,"R",30,"R",9960,"R",9960,"R",9960,"R",9960,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5090,"R",5090,"R",5090,"R",5090,"R",1100,"R",1100,"R",1100,"R",1100,"R",1100,"R",1100,"R",1100,"R",1100,"51.0601","R",8150,"A",.,"R",18,2,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
106908,2,"12.0499","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",15250,"R",15250,"R",15250,"R",15250,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11169,"R",11632,"R",11632,"R",11632,"R",6181,"R",6450,"R",6450,"R",6450,"R",4064,"R",4246,"R",4246,"R",4246,"12.0413","R",7500,"R",600,"R",1000,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107099,4,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",30,"R",11090,"R",11800,"R",11800,"R",13100,"R",1005,"R",1005,"R",295,"R",295,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5196,"R",6960,"R",7164,"R",7320,"R",1392,"R",4548,"R",4776,"R",4800,"R",1392,"R",4548,"R",4656,"R",4680,"12.0413","R",3600,"R",160,"R",600,1,"R",4,"12.0409","R",5250,"R",550,"R",600,1,"R",4,"12.0410","R",5250,"R",750,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107123,1,"51.3801","R",9000,"R",3694,"R",72,2,"R",24,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107211,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",1100,"R",48,"R",16870,"R",11870,"R",11870,"R",11870,"R",1130,"R",1130,"R",1130,"R",1130,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3600,"R",3600,"R",3600,"R",3600,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"12.0413","R",2295,"R",150,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107220,4,"12.0401","A",.,"A",.,"R",1500,1,"R",15,"R",58,"R",900,"R",35,"R",12375,"R",12375,"R",12570,"R",12950,"R",1135,"R",1305,"R",2430,"R",2430,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10687,"R",11600,"R",11600,"R",11600,"R",5278,"R",5800,"R",6279,"R",6279,"R",5278,"R",5800,"R",6279,"R",6279,"12.0409","R",6795,"R",1255,"R",600,1,"R",5,"12.0410","R",6795,"R",1005,"R",600,1,"R",5,"12.0413","R",5700,"R",300,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107275,1,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",9100,"R",9100,"R",9100,"R",9100,"R",550,"R",550,"R",550,"R",550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6318,"R",10972,"R",11544,"R",11700,"R",2639,"R",4576,"R",4732,"R",4836,"R",2639,"R",4576,"R",4732,"R",4836,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107293,4,"12.0401","A",.,"A",.,"R",1500,1,"R",16,"R",63,"R",900,"R",38,"R",14115,"R",14820,"R",14820,"R",15000,"R",2190,"R",2190,"R",2190,"R",2715,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11608,"R",12096,"R",12458,"R",12458,"R",5733,"R",5969,"R",6143,"R",6143,"R",5938,"R",6190,"R",6300,"R",6300,"12.0409","R",9430,"R",1730,"R",600,1,"R",6,"12.0410","R",6100,"R",700,"R",600,1,"R",6,"12.0413","R",5100,"R",227,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107363,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",780,"R",26,"R",9100,"R",8545,"R",10545,"R",10545,"R",1350,"R",1350,"R",1450,"R",1450,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12613,"R",12613,"R",12988,"R",13213,"R",8200,"R",8200,"R",8450,"R",8600,"R",5713,"R",5713,"R",5888,"R",5988,"12.0413","R",4150,"R",350,"R",600,1,"R",6,"12.0410","R",3200,"R",345,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107442,2,"12.0402","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",30,"R",13350,"R",13350,"R",13350,"R",13350,"R",550,"R",550,"R",550,"R",550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12240,"R",12744,"R",13272,"R",13848,"R",6432,"R",6708,"R",6996,"R",7296,"R",4512,"R",4704,"R",4908,"R",5124,"12.0413","R",6350,"R",150,"R",600,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107655,2,"12.0499","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",26,"R",11285,"R",13850,"R",13850,"R",13850,"R",1400,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4550,"R",3900,"R",3900,"R",3900,"R",1534,"R",1677,"R",1677,"R",1677,"R",1196,"R",559,"R",559,"R",650,"12.0413","R",7600,"R",1800,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107789,1,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",43,"R",12000,"R",12000,"R",12000,"R",13500,"R",2600,"R",2850,"R",2850,"R",3050,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12468,"R",12984,"R",13524,"R",14100,"R",5808,"R",6960,"R",7500,"R",7824,"R",4536,"R",4740,"R",4944,"R",5148,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107831,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",1000,"R",32,"R",9300,"R",12300,"R",12600,"R",13200,"R",1015,"R",1015,"R",1015,"R",1116,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16731,"R",17407,"R",19240,"R",21164,"R",1612,"R",1781,"R",2041,"R",2431,"R",1183,"R",1235,"R",1482,"R",1768,"12.0410","R",6570,"R",874,"R",600,1,"R",6,"12.0413","R",6570,"R",440,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108065,1,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",28,"R",6000,"R",6000,"R",7500,"R",7500,"R",645,"R",645,"R",655,"R",655,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3600,"R",3600,"R",4200,"R",4200,"R",600,"R",600,"R",600,"R",600,"R",600,"R",600,"R",600,"R",600,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108348,3,"09.0701","A",.,"A",.,"R",36,2,"R",8,"R",30,"R",36,"R",30,"R",13800,"R",13800,"R",14000,"R",14000,"R",110,"R",110,"R",110,"R",110,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7208,"R",9540,"R",9540,"R",9540,"R",4193,"R",4208,"R",4193,"R",4185,"R",2768,"R",2768,"R",2768,"R",3000,"09.0799","R",14000,"R",110,"R",36,2,"R",36,"10.0202","R",14000,"R",110,"R",36,2,"R",36,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108649,2,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",55,"R",900,"R",26,"R",17600,"R",19200,"R",19200,"R",19200,"R",1575,"R",1700,"R",1540,"R",1540,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11014,"R",13778,"R",13778,"R",13778,"R",11715,"R",7590,"R",7590,"R",7590,"R",12389,"R",4991,"R",4991,"R",4991,"12.0409","R",7200,"R",1255,"R",600,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108977,4,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",26,"R",12020,"R",13700,"R",15456,"R",16100,"R",346,"R",1400,"R",1400,"R",1250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16165,"R",15993,"R",16139,"R",16589,"R",5737,"R",5976,"R",6122,"R",6387,"R",5949,"R",6161,"R",6294,"R",6426,"12.0402","R",15000,"R",1250,"R",1500,1,"R",12,"12.0413","R",6000,"R",250,"R",600,1,"R",5,"12.0410","R",4000,"R",200,"R",400,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109040,8,"51.3999","A",.,"A",.,"R",1560,1,"R",14,"R",56,"R",900,"R",30,"R",33158,"R",34110,"R",34110,"R",34450,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17080,"R",16898,"R",17052,"R",17528,"R",6062,"R",6314,"R",6468,"R",6482,"R",6286,"R",6510,"R",6650,"R",6650,"51.0801","R",16950,"A",.,"R",47,2,"R",9,"51.0909","R",34950,"A",.,"R",96,2,"R",20,"51.0713","R",16950,"A",.,"R",47,2,"R",9,"51.0601","R",16950,"A",.,"R",800,1,"R",10,"51.0805","R",16950,"A",.,"R",44,2,"R",9,
109332,4,"51.0801","A",.,"A",.,"R",36,2,"R",8,"R",33,"R",36,"R",33,"R",15720,"R",16820,"R",16820,"R",15009,"R",1235,"R",1436,"R",1481,"R",1592,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10065,"R",9958,"R",10230,"R",10568,"R",3572,"R",4001,"R",4249,"R",4373,"R",3572,"R",4001,"R",4249,"R",4373,"51.0716","R",15009,"R",1642,"R",36,2,"R",8,"51.3501","R",15009,"R",1518,"R",36,2,"R",9,"51.0713","R",15083,"R",2092,"R",36,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109721,2,"51.0901","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",12500,"R",14900,"R",14900,"R",14900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5408,"R",6623,"R",8070,"R",8610,"R",825,"R",900,"R",900,"R",900,"R",825,"R",900,"R",900,"R",900,"10.9999","R",14900,"A",.,"R",900,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109730,2,"10.0105","A",.,"A",.,"R",24,2,"R",8,"R",30,"R",30,"R",30,"R",12500,"R",15038,"R",15038,"R",17008,"R",219,"R",233,"R",200,"R",200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10583,"R",10748,"R",9225,"R",9225,"R",1853,"R",1875,"R",1725,"R",1725,"R",1613,"R",1748,"R",1463,"R",1628,"11.9999","C",17008,"R",200,"R",24,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109934,4,"12.0401","A",.,"A",.,"R",1750,1,"R",13,"R",50,"R",900,"R",26,"R",20150,"R",20150,"R",20225,"R",20850,"R",4000,"R",4000,"R",4000,"R",4970,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19413,"R",28625,"R",29800,"R",31088,"R",6025,"R",10713,"R",11175,"R",11650,"R",5250,"R",8000,"R",8350,"R",8700,"12.0410","R",8425,"R",1220,"R",600,1,"R",5,"12.0401","R",17525,"R",3320,"R",1600,1,"R",12,"12.0401","R",24475,"R",5770,"R",1900,1,"R",14,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
110194,2,"47.0201","A",.,"A",.,"R",1040,1,"R",10,"R",40,"R",1040,"R",40,"R",11830,"R",13950,"R",14010,"R",14038,"R",125,"R",183,"R",240,"R",245,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9320,"R",9320,"R",9400,"R",9720,"R",5280,"R",5280,"R",5320,"R",5520,"R",3480,"R",3480,"R",3520,"R",3640,"47.0201","R",12301,"R",185,"R",910,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
110875,2,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",26,"R",15147,"R",15215,"R",15215,"R",15180,"R",1500,"R",1500,"R",1500,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16165,"R",15993,"R",16139,"R",16589,"R",5737,"R",5976,"R",6122,"R",6135,"R",5949,"R",6161,"R",6294,"R",6294,"12.0410","R",4102,"R",800,"R",400,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111054,4,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",30,"R",14450,"R",14450,"R",15238,"R",15125,"R",1500,"R",1500,"R",1750,"R",1750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8427,"R",9474,"R",16019,"R",16708,"R",2955,"R",3445,"R",5684,"R",5883,"R",2995,"R",3551,"R",5645,"R",5936,"12.0409","R",7875,"R",1000,"R",600,1,"R",5,"12.0410","R",3300,"R",600,"R",400,1,"R",3,"13.1399","R",5920,"R",0,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111513,4,"12.0401","A",.,"A",.,"R",1600,1,"R",11,"R",44,"R",900,"R",26,"R",16192,"R",16364,"R",16592,"R",16935,"R",1905,"R",2000,"R",2675,"R",3020,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11242,"R",11242,"R",15928,"R",15928,"R",726,"R",726,"R",594,"R",594,"R",1760,"R",1760,"R",1760,"R",1760,"12.0409","R",8380,"R",1485,"R",600,1,"R",5,"12.0410","R",2825,"R",950,"R",400,1,"R",3,"12.0413","R",3631,"R",850,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111638,6,"51.3901","A",.,"A",.,"R",1531,1,"R",13,"R",52,"R",900,"R",30,"R",25938,"R",28312,"R",32006,"R",27757,"R",2451,"R",3614,"R",3750,"R",3013,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15860,"R",15691,"R",15834,"R",16276,"R",5629,"R",6045,"R",6006,"R",6019,"R",5837,"R",5863,"R",6175,"R",6175,"51.0920","R",28286,"R",2953,"R",94,2,"R",20,"51.0910","R",34741,"R",2804,"R",99,2,"R",22,"51.0806","R",35009,"R",2989,"R",72,2,"R",16,"51.0710","R",7994,"R",2460,"R",66,2,"R",9,"51.0714","R",11632,"R",2279,"R",58,2,"R",8,
111708,3,"48.0508","A",.,"A",.,"R",900,1,"R",7,"R",28,"R",900,"R",26,"R",9307,"R",9307,"R",9307,"R",10165,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8540,"R",8449,"R",8526,"R",8764,"R",3031,"R",3157,"R",3234,"R",3241,"R",3080,"R",3255,"R",3325,"R",3325,"46.0415","R",9958,"A",.,"R",900,1,"R",7,"51.0801","R",9958,"A",.,"R",900,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111717,9,"51.0801","A",.,"A",.,"R",900,1,"R",7,"R",26,"R",900,"R",26,"R",9307,"R",9307,"R",9307,"R",9958,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7930,"R",7846,"R",7917,"R",8138,"R",2815,"R",2932,"R",3003,"R",3010,"R",2919,"R",3023,"R",3088,"R",3088,"47.0101","R",13375,"A",.,"R",810,1,"R",6,"12.0599","R",12000,"A",.,"R",810,1,"R",6,"46.0415","R",9958,"A",.,"R",900,1,"R",7,"47.0604","R",9292,"A",.,"R",810,1,"R",6,"47.0201","R",10165,"A",.,"R",900,1,"R",7,
111726,5,"52.1803","A",.,"A",.,"R",630,1,"R",5,"R",21,"R",900,"R",26,"R",7437,"R",7437,"R",7437,"R",7958,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6405,"R",6337,"R",6395,"R",6573,"R",2273,"R",2368,"R",2426,"R",2431,"R",2310,"R",2441,"R",2494,"R",2494,"46.0415","R",9958,"A",.,"R",900,1,"R",7,"48.0508","R",10165,"A",.,"R",900,1,"R",7,"52.0302","R",9958,"A",.,"R",900,1,"R",7,"49.0299","R",9394,"A",.,"R",630,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111744,3,"48.0508","A",.,"A",.,"R",900,1,"R",7,"R",28,"R",900,"R",26,"R",9307,"R",9307,"R",9307,"R",10165,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8540,"R",8449,"R",8526,"R",8764,"R",3031,"R",3157,"R",1134,"R",3241,"R",3080,"R",3255,"R",3325,"R",3325,"47.0201","R",10165,"A",.,"R",900,1,"R",7,"48.0510","R",9958,"A",.,"R",900,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111762,4,"46.0415","A",.,"A",.,"R",900,1,"R",7,"R",26,"R",900,"R",26,"R",9307,"R",9307,"R",9307,"R",9958,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7930,"R",7846,"R",7917,"R",8138,"R",2815,"R",2932,"R",3003,"R",3010,"R",2919,"R",3023,"R",3088,"R",3088,"51.0710","R",8624,"A",.,"R",720,1,"R",6,"48.0508","R",10165,"A",.,"R",900,1,"R",7,"46.9999","R",8624,"A",.,"R",720,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
